"global_id";"ObjectName";"NameWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2721743398";"Спортивный комплекс образовательного учреждения";"Городок тренажерный универсальный";"Троицкий административный округ";"район Троицк";"поселение Десеновское, деревня Яковлево, Школьная улица, дом 33";"1392@edu.mos.ru";"schtn1392.mskobr.ru";"(499) 551-03-16";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.393127028, 55.480667954], type=Point}";"{coordinates=[37.393127028, 55.480667954], type=Point}";
"2721743400";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Северо-Восточный административный округ";"район Северное Медведково";"улица Грекова, дом 18, корпус 3";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.665534005, 55.890252095], type=Point}";"{coordinates=[37.665534005, 55.890252095], type=Point}";
"2721743402";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Северо-Восточный административный округ";"район Северное Медведково";"Сухонская улица, дом 11А";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.652162755, 55.877807201], type=Point}";"{coordinates=[37.652162755, 55.877807201], type=Point}";
"2721743414";"Дворовая территория";"Городок тренажерный универсальный";"Центральный административный округ";"Басманный район";"Чистопрудный бульвар, дом 12, корпус 3";"gbu-basman.cao@mail.ru";"gbu-basmannyj.ru/";"(495) 607-42-68";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.641795091, 55.761059394], type=Point}";"{coordinates=[37.641795091, 55.761059394], type=Point}";
"2721743420";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Западный административный округ";"район Кунцево";"Ярцевская улица, дом 28";"grk@gbu-kuntsevo.ru";"www.gbu-kuntsevo.ru/";"(495) 416-68-70";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.416291679, 55.738583801], type=Point}";"{coordinates=[37.416291679, 55.738583801], type=Point}";
"2721743427";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) нового типа";"Троицкий административный округ";"район Вороново";"поселение Вороновское, посёлок ЛМС, микрорайон ""Центральный"", дом 34, строение 1";"2073@edu.mos.ru";"sch2073.mskobr.ru";"(495) 850-73-73";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.180684211, 55.313622914], type=Point}";"{coordinates=[37.180684211, 55.313622914], type=Point}";
"2721743428";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Центральный административный округ";"Басманный район";"Чистопрудный бульвар, дом 14, строение 3";"gbu-basman.cao@mail.ru";"gbu-basmannyj.ru/";"(495) 607-42-68";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.644091062, 55.760129757], type=Point}";"{coordinates=[37.644091062, 55.760129757], type=Point}";
"2721743429";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Северо-Восточный административный округ";"Бабушкинский район";"улица Менжинского, дом 13, корпус 2";"munbsh@mail.ru";"babushkinsky.mos.ru/";"(495) 471-55-19";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.672923025, 55.867338094], type=Point}";"{coordinates=[37.672923025, 55.867338094], type=Point}";
"2721743430";"Дворовая территория";"Городок тренажерный универсальный";"Центральный административный округ";"Басманный район";"Чистопрудный бульвар, дом 14, строение 3";"gbu-basman.cao@mail.ru";"gbu-basmannyj.ru/";"(495) 607-42-68";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.644116879, 55.760032982], type=Point}";"{coordinates=[37.644116879, 55.760032982], type=Point}";
"2721743431";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) старого типа";"Троицкий административный округ";"Краснопахорский район";"поселение Краснопахорское, село Красная Пахра, Майская улица, дом 3А";"2075@edu.mos.ru";"sch2075.mskobr.ru/";"(495) 850-80-88";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.267098119, 55.425870251], type=Point}";"{coordinates=[37.267098119, 55.425870251], type=Point}";
"2721743433";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) нового типа";"Троицкий административный округ";"Краснопахорский район";"поселение Щаповское, посёлок Курилово, Школьная улица, дом 4А";"2075@edu.mos.ru";"sch2075.mskobr.ru";"(495) 850-80-88";"";"nested data";"";"нет";"";"нет";"0";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"0";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.376596126, 55.372149197], type=Point}";"{coordinates=[37.376596126, 55.372149197], type=Point}";
"2721743435";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Западный административный округ";"район Черёмушки";"Севастопольский проспект, дом 46, корпус 2";"cherem@uzao.mos.ru";"cheremush.mos.ru/";"(499) 120-00-01";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.566223864, 55.654141925], type=Point}";"{coordinates=[37.566223864, 55.654141925], type=Point}";
"2721743436";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Западный административный округ";"район Черёмушки";"Перекопская улица, дом 30, корпус 1";"myn_cherem@mail.ru";"mcherem.ru";"";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.570873951, 55.662756084], type=Point}";"{coordinates=[37.570873951, 55.662756084], type=Point}";
"2721743438";"Дворовая территория";"Городок тренажерный универсальный";"Южный административный округ";"район Зябликово";"улица Мусы Джалиля, дом 27, корпус 1";"Sozbk@uao.mos.ru";"zyablikovo.mos.ru/";"(499) 725-43-94";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.747530605, 55.619185575], type=Point}";"{coordinates=[37.747530605, 55.619185575], type=Point}";
"2721743442";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №2";"Зеленоградский административный округ";"район Старое Крюково";"город Зеленоград, корпус 930";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.185645137, 55.982163602], type=Point}";"{coordinates=[37.185645137, 55.982163602], type=Point}";
"2721743443";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Юго-Западный административный округ";"район Черёмушки";"улица Каховка, дом 37, корпус 1";"cherem@uzao.mos.ru";"cheremush.mos.ru/";"(499) 120-00-01";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.563744406, 55.658288927], type=Point}";"{coordinates=[37.563744406, 55.658288927], type=Point}";
"2721743444";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Западный административный округ";"район Черёмушки";"улица Каховка, дом 22, корпус 1";"cherem@uzao.mos.ru";"cheremush.mos.ru/";"(499) 120-00-01";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.566162218, 55.659369573], type=Point}";"{coordinates=[37.566162218, 55.659369573], type=Point}";
"2721743445";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Западный административный округ";"район Черёмушки";"улица Каховка, дом 22, корпус 1";"cherem@uzao.mos.ru";"cheremush.mos.ru/";"(499) 120-00-01";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.566304375, 55.659154254], type=Point}";"{coordinates=[37.566304375, 55.659154254], type=Point}";
"2721743449";"Парк «Горка»";"Городок тренажерный универсальный №2";"Центральный административный округ";"Басманный район";"Петроверигский переулок, дом 4, строение 3";"sadermitazh@culture.mos.ru";"mosgorsad.ru";"(495) 699-08-49";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.636120102, 55.755782353], type=Point}";"{coordinates=[37.636120102, 55.755782353], type=Point}";
"2721743454";"Парк «Горка»";"Городок тренажерный универсальный №1";"Центральный административный округ";"Басманный район";"Петроверигский переулок, дом 4, строение 3";"sadermitazh@culture.mos.ru";"mosgorsad.ru";"(495) 699-08-49";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.637260853, 55.755355794], type=Point}";"{coordinates=[37.637260853, 55.755355794], type=Point}";
"2721743457";"Дворовая территория";"Городок тренажерный универсальный";"Западный административный округ";"район Фили-Давыдково";"Малая Филёвская улица, дом 44";"uprava.filidavydkovo@zao.mos.ru";"fili-davydkovo.mos.ru";"(499) 146-48-80";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.451716171, 55.735013431], type=Point}";"{coordinates=[37.451716171, 55.735013431], type=Point}";
"2721743463";"Спортивный комплекс образовательного учреждения";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"Ярославский район";"Палехская улица, дом 10";"1374@edu.mos.ru";"sch1374sv.mskobr.ru";"(499) 183-01-56";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.699427443, 55.866434625], type=Point}";"{coordinates=[37.699427443, 55.866434625], type=Point}";
"2721743466";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Центральный административный округ";"Басманный район";"Семёновская набережная, дом 3/1, корпус 1";"gbu-basman.cao@mail.ru";"gbu-basmannyj.ru";"(495) 607-42-68";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.707326822, 55.779152712], type=Point}";"{coordinates=[37.707326822, 55.779152712], type=Point}";
"2721743472";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) старого типа №3";"Северо-Восточный административный округ";"Ярославский район";"Палехская улица, дом 8";"1374@edu.mos.ru";"sch1374sv.mskobr.ru";"(499) 183-01-56";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.696840437, 55.864658957], type=Point}";"{coordinates=[37.696840437, 55.864658957], type=Point}";
"2721743479";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Западный административный округ";"район Черёмушки";"улица Цюрупы, дом 18, корпус 2";"cherem@uzao.mos.ru";"cheremush.mos.ru/";"(499) 120-00-01";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.57176095, 55.66806836], type=Point}";"{coordinates=[37.57176095, 55.66806836], type=Point}";
"2721743481";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) старого типа";"Северо-Восточный административный округ";"район Ростокино";"Малахитовая улица, дом 15";"1499@edu.mos.ru";"co1499sv-new.mskobr.ru";"(499) 181-16-17";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.663731157, 55.83235847], type=Point}";"{coordinates=[37.663731157, 55.83235847], type=Point}";
"2721743487";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Северо-Западный административный округ";"район Строгино";"Таллинская улица, дом 2";"gbu-strogino@mail.ru";"gbu-strogino.ru";"(495) 758-38-22";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.392072945, 55.799004539], type=Point}";"{coordinates=[37.392072945, 55.799004539], type=Point}";
"2721743499";"Спортивный комплекс образовательного учреждения";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"район Ростокино";"Ростокинская улица, дом 3";"1499@edu.mos.ru";"co1499sv-new.mskobr.ru";"(499) 181-16-17";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.659642181, 55.836312911], type=Point}";"{coordinates=[37.659642181, 55.836312911], type=Point}";
"2721743522";"Спортивный комплекс образовательного учреждения";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"район Ростокино";"Сельскохозяйственная улица, дом 20, корпус 1";"1499@edu.mos.ru";"co1499sv-new.mskobr.ru";"(499) 181-16-17";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.642164956, 55.836835338], type=Point}";"{coordinates=[37.642164956, 55.836835338], type=Point}";
"2721743535";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Северо-Восточный административный округ";"Лосиноостровский район";"Тайнинская улица, дом 9, корпус 1";"yrlos@mos.ru";"losinka.mos.ru";"(495) 471-11-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.683626155, 55.882048555], type=Point}";"{coordinates=[37.683626155, 55.882048555], type=Point}";
"2721743546";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) старого типа";"Северо-Восточный административный округ";"Алексеевский район";"Маломосковская улица, дом 7";"1539@edu.mos.ru";"gym1539sv.mskobr.ru";"(495) 683-11-16";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"нет";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.645168836, 55.814135161], type=Point}";"{coordinates=[37.645168836, 55.814135161], type=Point}";
"2721743559";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Братеево";"Братеевская улица, дом 27, корпус 1";"sobrt@uao.mos.ru";"brateevo.mos.ru";"(495) 342-42-70";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.758018228, 55.634494314], type=Point}";"{coordinates=[37.758018228, 55.634494314], type=Point}";
"2721743564";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №1";"Центральный административный округ";"Басманный район";"Денисовский переулок, дом 9";"gbu-basman.cao@mail.ru";"gbu-basmannyj.ru/";"(495) 607-42-68";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.672566734, 55.766566421], type=Point}";"{coordinates=[37.672566734, 55.766566421], type=Point}";
"2721743570";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"Лосиноостровский район";"Тайнинская улица, дом 26";"yrlos@mos.ru";"losinka.mos.ru";"(495) 471-11-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.688311593, 55.883223131], type=Point}";"{coordinates=[37.688311593, 55.883223131], type=Point}";
"2721743581";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №1";"Южный административный округ";"район Братеево";"Братеевская улица, дом 33, корпус 2";"sobrt@uao.mos.ru";"brateevo.mos.ru";"(495) 342-42-70";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.765340677, 55.636281151], type=Point}";"{coordinates=[37.765340677, 55.636281151], type=Point}";
"2721743590";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"Лосиноостровский район";"Тайнинская улица, дом 16, корпус 2";"yrlos@mos.ru";"losinka.mos.ru";"(495) 471-11-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.685373015, 55.880335957], type=Point}";"{coordinates=[37.685373015, 55.880335957], type=Point}";
"2721743601";"Дворовая территория";"Городок тренажерный универсальный";"Южный административный округ";"район Братеево";"Братеевская улица, дом 33, корпус 2";"sobrt@uao.mos.ru";"brateevo.mos.ru";"(495) 342-42-70";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"асфальтовое, бетонное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.764600605, 55.635839641], type=Point}";"{coordinates=[37.764600605, 55.635839641], type=Point}";
"2721743608";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"Лосиноостровский район";"Изумрудная улица, дом 26";"yrlos@mos.ru";"losinka.mos.ru";"(495) 471-11-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.687330808, 55.872743053], type=Point}";"{coordinates=[37.687330808, 55.872743053], type=Point}";
"2721743610";"Дворовая территория";"Городок тренажерный универсальный";"Южный административный округ";"район Чертаново Северное";"Варшавское шоссе, дом 124";"sonch@mos.ru";"gbu-chs.ru/";"(495) 315-50-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.614974973, 55.627989906], type=Point}";"{coordinates=[37.614974973, 55.627989906], type=Point}";
"2721743620";"Дворовая территория";"Городок тренажерный универсальный";"Западный административный округ";"район Крылатское";"улица Крылатские Холмы, дом 35, корпус 3";"uprava-krylatskoe@mos.ru";"krylatskoe.mos.ru";"(495) 412-03-25";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.418242704, 55.759342878], type=Point}";"{coordinates=[37.418242704, 55.759342878], type=Point}";
"2721743627";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"Бабушкинский район";"улица Коминтерна, дом 12";"munbsh@mail.ru";"babushkinsky.mos.ru";"(495) 471-55-19";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение лампами накаливания";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.677740849, 55.86211928], type=Point}";"{coordinates=[37.677740849, 55.86211928], type=Point}";
"2721743631";"Парк «Торфянка»";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"Лосиноостровский район";"Изумрудная улица, дом 13, корпус 1";"gbu.losinoostrovskiy@mail.ru";"losinka.mos.ru";"(499) 185-99-38";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.683176, 55.872299], type=Point}";"{coordinates=[37.683176, 55.872299], type=Point}";
"2721743651";"Дворовая территория";"Городок тренажерный универсальный";"Западный административный округ";"район Крылатское";"улица Крылатские Холмы, дом 35, корпус 1А";"uprava-krylatskoe@mos.ru";"krylatskoe.mos.ru/";"(495) 412-03-25";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.418664537, 55.758839734], type=Point}";"{coordinates=[37.418664537, 55.758839734], type=Point}";
"2721743679";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Западный административный округ";"район Котловка";"Большая Черёмушкинская улица, дом 19, корпус 5";"sport_kotlovka@mail.ru";"kotlovka.mos.ru";"(499) 123-62-15";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.59179, 55.682841], type=Point}";"{coordinates=[37.59179, 55.682841], type=Point}";
"2721743680";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Зябликово";"Шипиловская улица, дом 43";"Sozbk@uao.mos.ru";"zyablikovo.mos.ru";"(495) 396-15-76";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.741727257, 55.622928028], type=Point}";"{coordinates=[37.741727257, 55.622928028], type=Point}";
"2721743685";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Чертаново Северное";"микрорайон Северное Чертаново, корпус 810";"1158@edu.mos.ru";"sch1158.mskobr.ru";"(495) 319-34-50";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.595578952, 55.633691393], type=Point}";"{coordinates=[37.595578952, 55.633691393], type=Point}";
"2721743703";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) старого типа";"Северный административный округ";"Дмитровский район";"Клязьминская улица, дом 8А";"236@edu.mos.ru";"sch236s.mskobr.ru";"(499) 906-75-77";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.52229072, 55.883663478], type=Point}";"{coordinates=[37.52229072, 55.883663478], type=Point}";
"2721743716";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Северо-Восточный административный округ";"Бабушкинский район";"улица Лётчика Бабушкина, дом 39, корпус 3";"bshspr@svao.mos.ru";"babushkinsky.mos.ru";"(495) 471-55-19";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.677536036, 55.874670027], type=Point}";"{coordinates=[37.677536036, 55.874670027], type=Point}";
"2721743721";"Спортивный комплекс образовательного учреждения";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"Нагорный район";"Нахимовский проспект, дом 6";"sk73@edu.mos.ru";"schiu73.mskobr.ru";"(499) 613-17-22";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.60743584, 55.664429589], type=Point}";"{coordinates=[37.60743584, 55.664429589], type=Point}";
